[customer-core] 2022-08-14 09:19:22.091 DEBUG 176555 --- [nio-8110-exec-7] o.s.w.f.CommonsRequestLoggingFilter      : After request [GET /actuator/info, headers=[accept-encoding:"gzip", user-agent:"ReactorNetty/0.9.12.RELEASE", host:"Amrita:8110", accept:"application/vnd.spring-boot.actuator.v2+json, application/vnd.spring-boot.actuator.v1+json, application/json"]]
[policy-management-backend] 2022-08-14 09:19:49.512 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:49.690 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:49.853 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.019 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.187 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.191 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 59 
[policy-management-backend] 2022-08-14 09:19:50.359 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.362 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 62 
[policy-management-backend] 2022-08-14 09:19:50.546 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.719 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.886 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:50.890 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 39 
[policy-management-backend] 2022-08-14 09:19:51.053 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:51.227 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:51.230 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 3 
[policy-management-backend] 2022-08-14 09:19:51.400 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:51.568 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:51.740 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:51.917 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.087 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.257 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.425 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.428 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 59 
[policy-management-backend] 2022-08-14 09:19:52.591 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.759 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.762 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 29 
[policy-management-backend] 2022-08-14 09:19:52.926 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:52.929 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 30 
[policy-management-backend] 2022-08-14 09:19:53.104 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:53.107 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 77 
[policy-management-backend] 2022-08-14 09:19:53.271 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:53.274 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 41 
[policy-management-backend] 2022-08-14 09:19:53.442 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:53.444 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 88 
[policy-management-backend] 2022-08-14 09:19:53.616 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:53.783 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.008 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.175 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.344 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.511 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.679 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.682 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 73 
[policy-management-backend] 2022-08-14 09:19:54.848 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:54.850 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 24 
[policy-management-backend] 2022-08-14 09:19:55.018 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.186 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.354 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.356 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 62 
[policy-management-backend] 2022-08-14 09:19:55.524 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.697 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.700 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 3 
[policy-management-backend] 2022-08-14 09:19:55.867 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:55.869 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 54 
[policy-management-backend] 2022-08-14 09:19:56.041 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.212 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.382 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.550 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.718 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.885 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:56.889 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 42 
[policy-management-backend] 2022-08-14 09:19:57.057 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.225 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.227 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 54 
[policy-management-backend] 2022-08-14 09:19:57.392 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.558 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.728 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.899 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:57.901 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 59 
[policy-management-backend] 2022-08-14 09:19:58.067 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.240 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.410 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.415 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 25 
[policy-management-backend] 2022-08-14 09:19:58.575 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.577 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 96 
[policy-management-backend] 2022-08-14 09:19:58.749 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.920 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:58.922 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 81 
[policy-management-backend] 2022-08-14 09:19:59.092 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.095 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 63 
[policy-management-backend] 2022-08-14 09:19:59.261 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.263 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 73 
[policy-management-backend] 2022-08-14 09:19:59.436 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.438 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 54 
[policy-management-backend] 2022-08-14 09:19:59.602 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.603 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 96 
[policy-management-backend] 2022-08-14 09:19:59.769 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.771 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 14 
[policy-management-backend] 2022-08-14 09:19:59.943 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:19:59.944 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 32 
[policy-management-backend] 2022-08-14 09:20:00.113 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:00.115 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 89 
[policy-management-backend] 2022-08-14 09:20:00.288 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:00.454 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:00.626 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:00.797 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:00.964 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:01.132 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:01.134 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 40 
[policy-management-backend] 2022-08-14 09:20:01.302 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
[policy-management-backend] 2022-08-14 09:20:01.304 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - Processing duplicate insurance quote request with id 25 
[policy-management-backend] 2022-08-14 09:20:01.472 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  c.l.p.i.InsuranceQuoteRequestMessageConsumer - A new InsuranceQuoteRequestEvent has been received. 
